chr10:100143465|100144824	hsa_circ_0092377
chr17:18208425|18210280	hsa_circ_0042335
chr17:18210204|18212255	hsa_circ_0106315
chr17:18211626|18212255	hsa_circ_0106316
chr17:18233868|18251754	hsa_circ_0042336
chr17:18238872|18257131	hsa_circ_0042337
chr17:18243356|18244127	hsa_circ_0042338
chr17:18243356|18250970	hsa_circ_0042339
chr17:18243356|18251754	hsa_circ_0042340
chr17:18243356|18257131	hsa_circ_0042341
chr17:18250809|18251754	hsa_circ_0042342
chr17:18418659|18422988	hsa_circ_0002393
chr17:18574179|18575615	hsa_circ_0003982
chr17:18602466|18608477	hsa_circ_0042348
chr17:18607931|18608477	hsa_circ_0002896
chr17:18634382|18635447	hsa_circ_0042351
chr17:18651253|18654366	hsa_circ_0042352
chr17:18668054|18670175	hsa_circ_0005167
chr17:18692665|18707579	hsa_circ_0005304
chr17:18694208|18707579	hsa_circ_0008256
chr17:18700891|18707579	hsa_circ_0008372
chr1:71872940|71873191	hsa_circ_0114061
chr17:18768781|18769265	hsa_circ_0002278
chr17:18768781|18770647	hsa_circ_0042355
chr17:18768781|18775962	hsa_circ_0106318
chr17:18768781|18781183	hsa_circ_0042356
chr17:18768781|18785996	hsa_circ_0106319
chr17:18768781|18793190	hsa_circ_0002307
chr17:18768781|18814564	hsa_circ_0004488
chr17:18768781|18827297	hsa_circ_0042357
chr17:18768781|18832270	hsa_circ_0042358
chr17:18769114|18781183	hsa_circ_0106320
chr17:18769114|18793190	hsa_circ_0106321
chr17:18770594|18775962	hsa_circ_0106322
chr17:18770594|18781183	hsa_circ_0042359
chr17:18770594|18785996	hsa_circ_0106323
chr17:18770594|18793190	hsa_circ_0106324
chr17:18775895|18781183	hsa_circ_0042360
chr17:18781010|18781183	hsa_circ_0042361
chr17:18785880|18814564	hsa_circ_0106325
chr17:18785880|18832270	hsa_circ_0106326
chr17:18814415|18827297	hsa_circ_0042363
chr17:18814415|18832270	hsa_circ_0042364
chr17:18821602|18832270	hsa_circ_0106327
chr17:19211800|19232960	hsa_circ_0106328
chr17:19213197|19232960	hsa_circ_0002876
chr17:19215364|19232960	hsa_circ_0106329
chr17:19232023|19232960	hsa_circ_0106331
chr1:71929013|71952196	hsa_circ_0114063
chr17:1943511|1943899	hsa_circ_0106332
chr17:1943798|1943899	hsa_circ_0041372
chr17:19445705|19449816	hsa_circ_0042371
chr17:19445705|19451446	hsa_circ_0042372
chr17:19445705|19452990	hsa_circ_0042373
chr17:19445705|19454781	hsa_circ_0042374
chr17:19452947|19463806	hsa_circ_0042379
chr17:19552113|19552296	hsa_circ_0106333
chr17:19554859|19561175	hsa_circ_0106334
chr17:19554859|19575269	hsa_circ_0008603
chr17:19555859|19566812	hsa_circ_0106335
chr17:19559678|19575269	hsa_circ_0106336
chr17:19575033|19575269	hsa_circ_0106339
chr17:19644405|19648447	hsa_circ_0042385
chr17:19683784|19684417	hsa_circ_0106342
chr17:19683784|19705235	hsa_circ_0106343
chr17:19685201|19741896	hsa_circ_0106344
chr17:19687009|19689399	hsa_circ_0106345
chr17:19689249|19705235	hsa_circ_0106347
chr17:19689249|19728495	hsa_circ_0042388
chr17:19689249|19729499	hsa_circ_0042389
chr17:19698934|19708143	hsa_circ_0008512
chr17:19698934|19746535	hsa_circ_0042392
chr17:19700708|19750223	hsa_circ_0042393
chr17:19708005|19748690	hsa_circ_0042394
chr17:19713690|19720233	hsa_circ_0042395
chr17:19713690|19746535	hsa_circ_0042397
chr17:19713690|19750223	hsa_circ_0106350
chr17:19719677|19741896	hsa_circ_0106351
chr17:19720061|19729499	hsa_circ_0042398
chr17:19720061|19741896	hsa_circ_0106352
chr17:19720061|19750223	hsa_circ_0106353
chr17:19720061|19769141	hsa_circ_0042400
chr17:1972071|1989195	hsa_circ_0041379
chr17:1972071|2091809	hsa_circ_0041380
chr17:19728406|19729499	hsa_circ_0042401
chr17:19728406|19741896	hsa_circ_0106354
chr17:19728406|19746535	hsa_circ_0106355
chr17:19728406|19748690	hsa_circ_0106356
chr17:19728406|19753087	hsa_circ_0106357
chr17:19741813|19746535	hsa_circ_0106358
chr17:19741813|19748690	hsa_circ_0106359
chr17:19741813|19750223	hsa_circ_0106360
chr17:19744801|19750223	hsa_circ_0106361
chr17:19746433|19750223	hsa_circ_0106362
chr17:19746433|19753087	hsa_circ_0042403
chr17:19746433|19769141	hsa_circ_0042405
chr17:19748616|19750223	hsa_circ_0042406
chr17:19748616|19753087	hsa_circ_0106363
chr17:19748616|19769141	hsa_circ_0106364
chr17:19812493|19813291	hsa_circ_0006256
chr17:19812493|19827830	hsa_circ_0106365
chr17:19812493|19835291	hsa_circ_0106366
chr17:19812493|19866335	hsa_circ_0042408
chr17:19823348|19827830	hsa_circ_0106367
chr17:19823348|19835291	hsa_circ_0106368
chr17:19823348|19839743	hsa_circ_0106369
chr17:19823348|19845223	hsa_circ_0106370
chr17:19823348|19850818	hsa_circ_0106371
chr17:19823348|19861884	hsa_circ_0106372
chr17:19823348|19866335	hsa_circ_0042409
chr17:19827720|19835291	hsa_circ_0106373
chr17:19827720|19845223	hsa_circ_0106374
chr17:19827720|19861884	hsa_circ_0106375
chr17:19827720|19866335	hsa_circ_0042410
chr17:19835117|19835291	hsa_circ_0042411
chr17:19835117|19839743	hsa_circ_0042412
chr17:19835117|19850818	hsa_circ_0042413
chr17:19835117|19861884	hsa_circ_0042414
chr17:19835117|19866335	hsa_circ_0042415
chr17:19839532|19839660	hsa_circ_0106376
chr17:19839598|19850818	hsa_circ_0106377
chr17:19839598|19861884	hsa_circ_0042417
chr17:19843025|19845223	hsa_circ_0106378
chr17:19843025|19850818	hsa_circ_0106379
chr17:19843025|19861884	hsa_circ_0042418
chr17:19843025|19866335	hsa_circ_0042419
chr17:19843025|19871774	hsa_circ_0106380
chr17:19850719|19861884	hsa_circ_0106381
chr17:19850719|19866335	hsa_circ_0042421
chr17:19861326|19861880	hsa_circ_0106382
chr17:19861326|19861884	hsa_circ_0004719
chr17:19921299|20013875	hsa_circ_0106383
chr17:19999943|20013875	hsa_circ_0106384
chr17:20107645|20109225	hsa_circ_0000745
chr17:20107645|20130933	hsa_circ_0042425
chr17:20107645|20135718	hsa_circ_0042426
chr17:20107645|20135727	hsa_circ_0106385
chr17:20107645|20156899	hsa_circ_0042427
chr17:20107645|20163607	hsa_circ_0042428
chr17:20130725|20135718	hsa_circ_0106386
chr17:20130725|20209395	hsa_circ_0042429
chr17:20135070|20135718	hsa_circ_0106387
chr17:20135070|20135727	hsa_circ_0042430
chr17:20149238|20156899	hsa_circ_0042432
chr17:20149238|20160920	hsa_circ_0042433
chr17:20149238|20163607	hsa_circ_0003545
chr17:20149238|20200390	hsa_circ_0042434
chr17:20149238|20209395	hsa_circ_0042435
chr17:20150531|20163607	hsa_circ_0106388
chr17:20150531|20209395	hsa_circ_0106389
chr17:20156817|20163607	hsa_circ_0042437
chr17:20160763|20163607	hsa_circ_0106390
chr17:20200273|20209395	hsa_circ_0042438
chr17:20327904|20332250	hsa_circ_0004758
chr1:72058499|72076829	hsa_circ_0012957
chr17:2067053|2076153	hsa_circ_0004192
chr17:2075951|2076153	hsa_circ_0041382
chr17:2075951|2091809	hsa_circ_0041383
chr17:20795542|20795745	hsa_circ_0042444
chr17:20827671|20861715	hsa_circ_0106392
chr17:2089956|2091809	hsa_circ_0041385
chr17:20903267|20903535	hsa_circ_0106393
chr17:20907514|20908303	hsa_circ_0005415
chr17:20907514|20921424	hsa_circ_0042453
chr17:20907514|20924539	hsa_circ_0042454
chr17:20907514|20931987	hsa_circ_0042455
chr17:20910208|20911309	hsa_circ_0003505
chr17:20910208|20914622	hsa_circ_0042458
chr17:20910208|20916248	hsa_circ_0042459
chr17:20910208|20921424	hsa_circ_0042460
chr17:20914463|20919212	hsa_circ_0042463
chr17:20914463|20924539	hsa_circ_0042464
chr17:20916142|20924539	hsa_circ_0042465
chr17:20916142|20931987	hsa_circ_0042466
chr17:20919064|20922498	hsa_circ_0042467
chr17:20919064|20924539	hsa_circ_0002022
chr17:20919064|20931987	hsa_circ_0042468
chr17:20921254|20922498	hsa_circ_0042470
chr17:20921254|20924539	hsa_circ_0042471
chr17:20921254|20931987	hsa_circ_0042472
chr17:20922396|20931987	hsa_circ_0042474
chr17:20924425|20931987	hsa_circ_0042475
chr17:20931854|20931987	hsa_circ_0042476
chr17:20978999|20994492	hsa_circ_0106397
chr17:20993580|20994492	hsa_circ_0106398
chr17:20994264|21005966	hsa_circ_0106401
chr17:21092133|21094418	hsa_circ_0106402
chr17:21203856|21208440	hsa_circ_0042487
chr17:2139785|2139931	hsa_circ_0041386
chr17:2139785|2143006	hsa_circ_0106403
chr17:2139785|2148013	hsa_circ_0008605
chr17:2139785|2154225	hsa_circ_0106404
chr17:2139785|2203958	hsa_circ_0041387
chr17:21432282|21438799	hsa_circ_0106405
chr1:72163690|72241980	hsa_circ_0114064
chr17:2185940|2187029	hsa_circ_0041388
chr17:2185940|2196271	hsa_circ_0041389
chr17:2185940|2201349	hsa_circ_0041390
chr17:2186918|2196271	hsa_circ_0041391
chr17:2195845|2196271	hsa_circ_0041392
chr17:2195845|2200647	hsa_circ_0041393
chr17:2195845|2203958	hsa_circ_0041394
chr17:2200536|2201349	hsa_circ_0041395
chr17:2200536|2203958	hsa_circ_0106406
chr17:2218850|2221290	hsa_circ_0106407
chr17:2218850|2222223	hsa_circ_0106408
chr17:2218850|2224910	hsa_circ_0106409
chr17:2218850|2226639	hsa_circ_0106410
chr17:2221163|2222223	hsa_circ_0106411
chr17:2221163|2224910	hsa_circ_0106412
chr17:2246838|2247954	hsa_circ_0106413
chr17:2280252|2280362	hsa_circ_0041406
chr17:2281150|2284456	hsa_circ_0106414
chr17:2297336|2297448	hsa_circ_0106415
chr17:2297336|2298748	hsa_circ_0106416
chr17:2341402|2367644	hsa_circ_0041410
chr17:2341402|2371170	hsa_circ_0041411
chr17:2341402|2376958	hsa_circ_0106417
chr17:2366315|2367644	hsa_circ_0106418
chr17:2367501|2367644	hsa_circ_0106419
chr17:2367501|2371170	hsa_circ_0106420
chr17:2367501|2376958	hsa_circ_0003767
chr17:2367501|2381179	hsa_circ_0041412
chr17:2371054|2376958	hsa_circ_0041413
chr1:72400761|72400994	hsa_circ_0114066
chr17:2538676|2541614	hsa_circ_0106421
chr17:2541392|2541614	hsa_circ_0041416
chr17:2541392|2570492	hsa_circ_0041417
chr17:2541392|2573625	hsa_circ_0041418
chr17:25628813|25631937	hsa_circ_0042488
chr17:25628813|25636298	hsa_circ_0042489
chr17:25628813|25638642	hsa_circ_0042490
chr17:25628906|25636298	hsa_circ_0042491
chr17:25630392|25630661	hsa_circ_0042492
chr17:25630392|25631937	hsa_circ_0042493
chr17:25630392|25633908	hsa_circ_0042494
chr17:25630392|25636298	hsa_circ_0007716
chr17:25630392|25637200	hsa_circ_0042496
chr17:25630392|25638642	hsa_circ_0005336
chr17:25631805|25636298	hsa_circ_0008470
chr17:25631805|25637200	hsa_circ_0042497
chr17:25631805|25638642	hsa_circ_0042498
chr17:25631829|25637150	hsa_circ_0106423
chr17:2568665|2570492	hsa_circ_0106424
chr17:2568665|2576051	hsa_circ_0106425
chr17:2569309|2570492	hsa_circ_0106426
chr17:2569309|2576051	hsa_circ_0106427
chr17:2569309|2579900	hsa_circ_0041419
chr17:2573456|2579900	hsa_circ_0041422
chr17:2577353|2577582	hsa_circ_0041424
chr17:2577353|2583614	hsa_circ_0041425
chr17:2578581|2578824	hsa_circ_0106428
chr17:2579798|2583614	hsa_circ_0106429
chr17:25810683|25810877	hsa_circ_0042502
chr17:25810683|25877734	hsa_circ_0106430
chr17:25877593|25885213	hsa_circ_0106432
chr17:25877593|25904665	hsa_circ_0042503
chr17:25934939|25944454	hsa_circ_0042509
chr17:2595054|2595189	hsa_circ_0041428
chr17:2598150|2598574	hsa_circ_0041432
chr17:2603971|2604559	hsa_circ_0041436
chr17:2604906|2605351	hsa_circ_0041437
chr17:2605207|2605351	hsa_circ_0041438
chr17:26092560|26093614	hsa_circ_0106434
chr17:26425119|26499644	hsa_circ_0106436
chr17:26449628|26459835	hsa_circ_0106437
chr17:26449628|26490654	hsa_circ_0106438
chr17:26449628|26499644	hsa_circ_0002103
chr17:26449628|26519239	hsa_circ_0042514
chr17:26459645|26499644	hsa_circ_0106439
chr17:26488185|26512291	hsa_circ_0042516
chr17:26490568|26495683	hsa_circ_0106440
chr17:26490568|26499644	hsa_circ_0003638
chr17:26490568|26512291	hsa_circ_0042517
chr17:26495473|26512291	hsa_circ_0042519
chr17:26512204|26512291	hsa_circ_0042521
chr17:26518046|26519239	hsa_circ_0106441
chr17:26536437|26537400	hsa_circ_0106442
chr17:26668262|26669468	hsa_circ_0042527
chr17:26676108|26678826	hsa_circ_0042531
chr17:26677463|26678826	hsa_circ_0042532
chr17:26678689|26682902	hsa_circ_0042534
chr17:26685938|26687594	hsa_circ_0042536
chr17:26685938|26687870	hsa_circ_0042537
chr17:26708221|26712294	hsa_circ_0106444
chr17:26883183|26883990	hsa_circ_0042549
chr17:26890448|26890925	hsa_circ_0042550
chr17:26902140|26902562	hsa_circ_0042561
chr17:26910870|26911004	hsa_circ_0042567
chr17:26918715|26919495	hsa_circ_0106445
chr17:26918715|26920084	hsa_circ_0006686
chr17:26918715|26926848	hsa_circ_0106446
chr17:26946671|26948516	hsa_circ_0042594
chr17:26947526|26948188	hsa_circ_0106447
chr17:26958496|26966660	hsa_circ_0042615
chr17:26958837|26971205	hsa_circ_0042627
chr17:26958937|26959066	hsa_circ_0106448
chr17:26961534|26965112	hsa_circ_0042636
chr17:26961534|26965660	hsa_circ_0042638
chr17:26961534|26966660	hsa_circ_0042639
chr17:26965541|26965660	hsa_circ_0106449
chr17:26965574|26966470	hsa_circ_0106450
chr17:26966332|26969353	hsa_circ_0042648
chr17:26968906|26971205	hsa_circ_0042649
chr17:26970181|26970329	hsa_circ_0042650
chr17:26978503|26982501	hsa_circ_0106451
chr17:26982304|26982501	hsa_circ_0042652
chr17:27000388|27003448	hsa_circ_0042654
chr17:27002418|27005210	hsa_circ_0042659
chr17:27004732|27005981	hsa_circ_0042660
chr17:27008899|27010834	hsa_circ_0042665
chr17:27008899|27011979	hsa_circ_0042666
chr17:27008899|27014489	hsa_circ_0042667
chr17:27009744|27010834	hsa_circ_0042668
chr17:27009744|27011979	hsa_circ_0042669
chr17:27014321|27014489	hsa_circ_0042677
chr17:27014321|27015236	hsa_circ_0042678
chr17:27016807|27017284	hsa_circ_0106453
chr17:27017938|27020854	hsa_circ_0042679
chr17:27042212|27042294	hsa_circ_0042693
chr17:27047048|27047688	hsa_circ_0092360
chr17:27047724|27047908	hsa_circ_0042697
chr17:27074860|27074965	hsa_circ_0042705
chr17:27075034|27075196	hsa_circ_0042706
chr17:27075528|27075684	hsa_circ_0106455
chr17:27093603|27093725	hsa_circ_0042709
chr17:27162710|27162891	hsa_circ_0106456
chr17:27209590|27211333	hsa_circ_0042725
chr17:27235800|27241055	hsa_circ_0042729
chr17:27238129|27254081	hsa_circ_0042731
chr17:27244302|27246293	hsa_circ_0042732
chr17:27244302|27248826	hsa_circ_0042733
chr17:27244302|27254081	hsa_circ_0007831
chr17:27248705|27251320	hsa_circ_0003481
chr17:27248705|27254081	hsa_circ_0008542
chr17:27253799|27254081	hsa_circ_0106458
chr17:27379937|27380613	hsa_circ_0042738
chr17:27381562|27382906	hsa_circ_0042740
chr17:2740|6168	hsa_circ_0106463
chr17:27430616|27434207	hsa_circ_0000749
chr17:27441028|27442858	hsa_circ_0042741
chr17:27445062|27447776	hsa_circ_0042743
chr17:27447633|27447776	hsa_circ_0042745
chr17:27447633|27448229	hsa_circ_0106465
chr17:27492959|27494039	hsa_circ_0106466
chr17:27613009|27614734	hsa_circ_0106467
chr17:27778472|27778698	hsa_circ_0002839
chr17:27778472|27794234	hsa_circ_0008866
chr17:27778472|27802789	hsa_circ_0042749
chr17:27778472|27805365	hsa_circ_0042750
chr17:27778472|27807499	hsa_circ_0042751
chr17:27778472|27809306	hsa_circ_0106469
chr17:27778472|27816775	hsa_circ_0042752
chr17:27778472|27818883	hsa_circ_0042753
chr17:27778472|27825539	hsa_circ_0042754
chr17:27778472|27829741	hsa_circ_0042755
chr17:27778472|27835150	hsa_circ_0106470
chr17:27778472|27838010	hsa_circ_0042756
chr17:27778472|27849537	hsa_circ_0106471
chr17:27778472|27861318	hsa_circ_0042757
chr17:27778472|27870157	hsa_circ_0106472
chr17:27778475|27778698	hsa_circ_0106473
chr17:27778504|27829741	hsa_circ_0000752
chr17:27794162|27805365	hsa_circ_0042758
chr17:27794162|27807499	hsa_circ_0042759
chr17:27794162|27809306	hsa_circ_0106474
chr17:27794162|27818883	hsa_circ_0042760
chr17:27802687|27807499	hsa_circ_0042761
chr17:27802687|27809306	hsa_circ_0042762
chr17:27802687|27849537	hsa_circ_0106475
chr17:27804678|27805365	hsa_circ_0042763
chr17:27807385|27809306	hsa_circ_0042764
chr17:27807385|27818883	hsa_circ_0042765
chr17:27807385|27822745	hsa_circ_0106476
chr17:27807385|27835150	hsa_circ_0106477
chr17:27807385|27838010	hsa_circ_0106478
chr17:27807385|27844674	hsa_circ_0106479
chr17:27809214|27818883	hsa_circ_0007882
chr17:27809214|27822745	hsa_circ_0106480
chr17:27809214|27825539	hsa_circ_0106481
chr17:27809214|27829741	hsa_circ_0042766
chr17:27809214|27835150	hsa_circ_0106482
chr17:27809214|27838010	hsa_circ_0003928
chr17:27809214|27844674	hsa_circ_0106483
chr17:27809214|27849537	hsa_circ_0106484
chr17:27809214|27857637	hsa_circ_0106485
chr17:27809214|27861318	hsa_circ_0106486
chr17:27816681|27818883	hsa_circ_0106487
chr17:27816681|27822745	hsa_circ_0106488
chr17:27816681|27825539	hsa_circ_0106489
chr17:27822577|27825539	hsa_circ_0106490
chr17:27822577|27838010	hsa_circ_0042767
chr17:27829606|27838010	hsa_circ_0042768
chr17:27829606|27849537	hsa_circ_0042769
chr17:27834913|27838010	hsa_circ_0004800
chr17:27834913|27849537	hsa_circ_0106491
chr17:27837881|27838010	hsa_circ_0106492
chr17:27837881|27844674	hsa_circ_0106493
chr17:27844470|27849537	hsa_circ_0003647
chr17:27844470|27861318	hsa_circ_0106494
chr17:27857424|27861318	hsa_circ_0042770
chr17:27876994|27877143	hsa_circ_0106496
chr17:27878148|27878259	hsa_circ_0106497
chr17:27902647|27902916	hsa_circ_0042779
chr17:27908355|27909162	hsa_circ_0042781
chr17:27908355|27910634	hsa_circ_0042782
chr17:27909715|27910634	hsa_circ_0042784
chr17:27934759|27936439	hsa_circ_0106498
chr17:27937702|27939981	hsa_circ_0106499
chr17:27962985|27963820	hsa_circ_0106500
chr17:27962985|27999147	hsa_circ_0042796
chr17:27975161|27977818	hsa_circ_0042799
chr17:27975161|27982625	hsa_circ_0042800
chr17:27975161|27994241	hsa_circ_0042801
chr17:27975161|27999147	hsa_circ_0042802
chr17:27975161|28003903	hsa_circ_0106502
chr17:27975161|28004759	hsa_circ_0042803
chr17:27975161|28011702	hsa_circ_0106503
chr17:27977671|27977818	hsa_circ_0042804
chr17:27977671|27982625	hsa_circ_0042805
chr17:27977671|27994241	hsa_circ_0106504
chr17:27977671|27999147	hsa_circ_0106505
chr17:27977671|28030080	hsa_circ_0042806
chr17:27982578|27999147	hsa_circ_0042807
chr17:27982578|28004759	hsa_circ_0042808
chr17:27993884|27999147	hsa_circ_0106506
chr17:27993884|28004759	hsa_circ_0042809
chr17:27993884|28011702	hsa_circ_0106507
chr17:27998952|28030080	hsa_circ_0042811
chr17:28003837|28004756	hsa_circ_0106508
chr17:28003837|28004759	hsa_circ_0042817
chr17:28003837|28011702	hsa_circ_0042818
chr17:28003837|28022541	hsa_circ_0042819
chr17:28003837|28030080	hsa_circ_0000753
chr17:28003837|28064684	hsa_circ_0106509
chr17:28003837|28120955	hsa_circ_0042820
chr17:28011580|28022541	hsa_circ_0042823
chr17:28011580|28030080	hsa_circ_0000754
chr17:28011580|28120955	hsa_circ_0042824
chr17:28022476|28030080	hsa_circ_0042825
chr17:28029976|28030080	hsa_circ_0042826
chr17:28029976|28033571	hsa_circ_0106510
chr17:28120137|28120955	hsa_circ_0106511
chr17:28295808|28296385	hsa_circ_0106513
chr17:28445097|28499616	hsa_circ_0042827
chr17:28593902|28599917	hsa_circ_0004329
chr17:28593902|28613920	hsa_circ_0042828
chr17:28593902|28618526	hsa_circ_0042829
chr17:2866723|2901670	hsa_circ_0106516
chr17:28712006|28717177	hsa_circ_0106517
chr17:28754408|28770989	hsa_circ_0106518
chr17:28776570|28778864	hsa_circ_0042835
chr17:28776570|28783544	hsa_circ_0042836
chr17:28776570|28789080	hsa_circ_0042837
chr17:28778728|28783544	hsa_circ_0106519
chr17:28782356|28783544	hsa_circ_0042838
chr17:28808160|28811788	hsa_circ_0002167
chr17:28808160|28817235	hsa_circ_0005194
chr17:28808160|28819771	hsa_circ_0042839
chr17:28811231|28811788	hsa_circ_0042841
chr17:28811231|28819771	hsa_circ_0007460
chr17:28811231|28819784	hsa_circ_0106520
chr17:28811231|28837927	hsa_circ_0042842
chr17:28811231|28847039	hsa_circ_0042843
chr17:28811680|28837927	hsa_circ_0042844
chr17:28817061|28847039	hsa_circ_0106521
chr17:28934569|28935580	hsa_circ_0042845
chr17:28934569|28937960	hsa_circ_0004832
chr17:29061914|29062115	hsa_circ_0042852
chr17:29061914|29070387	hsa_circ_0042853
chr17:29061914|29093606	hsa_circ_0042854
chr17:29061914|29095885	hsa_circ_0042855
chr17:29061914|29096983	hsa_circ_0106523
chr17:29095851|29111910	hsa_circ_0106524
chr17:29107609|29111910	hsa_circ_0106525
chr17:29112936|29113049	hsa_circ_0042856
chr17:29112936|29119590	hsa_circ_0042857
chr17:29112936|29120690	hsa_circ_0042858
chr17:29112936|29123355	hsa_circ_0106526
chr17:29112936|29131126	hsa_circ_0042859
chr17:2911304|2921492	hsa_circ_0106527
chr17:29119457|29120690	hsa_circ_0042860
chr17:29123177|29124416	hsa_circ_0042863
chr17:29124328|29131126	hsa_circ_0106530
chr17:29130918|29131126	hsa_circ_0106531
chr17:29161165|29171934	hsa_circ_0106532
chr17:29164223|29171057	hsa_circ_0042865
chr17:29170930|29171934	hsa_circ_0042867
chr17:29170930|29187630	hsa_circ_0106533
chr17:29170930|29196664	hsa_circ_0000756
chr17:29171852|29206505	hsa_circ_0042869
chr17:29182160|29196664	hsa_circ_0106535
chr17:29183972|29192818	hsa_circ_0106536
chr17:29183972|29196664	hsa_circ_0106537
chr17:29183972|29214390	hsa_circ_0106538
chr17:29185178|29192818	hsa_circ_0106539
chr17:29185178|29196664	hsa_circ_0106540
chr17:29192721|29196664	hsa_circ_0106541
chr17:29195350|29196664	hsa_circ_0007425
chr17:29203391|29206505	hsa_circ_0106542
chr17:29204433|29206505	hsa_circ_0042871
chr17:2923770|2930364	hsa_circ_0106543
chr17:29258906|29261315	hsa_circ_0106544
chr17:2929301|2930364	hsa_circ_0041443
chr17:29311634|29315124	hsa_circ_0003488
chr17:29343912|29399067	hsa_circ_0106545
chr17:29348066|29351448	hsa_circ_0006637
chr17:29483000|29483144	hsa_circ_0042879
chr17:29483000|29486111	hsa_circ_0106546
chr17:29483000|29490394	hsa_circ_0042880
chr17:29483000|29491097	hsa_circ_0106547
chr17:29483000|29497015	hsa_circ_0007542
chr17:29483000|29508803	hsa_circ_0106548
chr17:29483000|29509683	hsa_circ_0042881
chr17:29483000|29533389	hsa_circ_0042882
chr17:29483000|29546136	hsa_circ_0042883
chr17:29483000|29563039	hsa_circ_0106549
chr17:29490203|29497015	hsa_circ_0106550
chr17:29490203|29508507	hsa_circ_0106551
chr17:29490203|29509683	hsa_circ_0106552
chr17:29490203|29533389	hsa_circ_0042887
chr17:29490203|29541603	hsa_circ_0106553
chr17:29490203|29546136	hsa_circ_0106554
chr17:29496908|29509683	hsa_circ_0042888
chr17:29496908|29533389	hsa_circ_0106555
chr17:29496908|29546136	hsa_circ_0106556
chr17:29496908|29576137	hsa_circ_0042890
chr17:29508439|29509683	hsa_circ_0106557
chr17:29508439|29533389	hsa_circ_0042891
chr17:29508439|29546136	hsa_circ_0106558
chr17:29527439|29528177	hsa_circ_0042894
chr17:29527439|29541603	hsa_circ_0042895
chr17:29527439|29546136	hsa_circ_0106559
chr17:29527439|29554624	hsa_circ_0106560
chr17:29527439|29563039	hsa_circ_0106561
chr17:29527439|29576137	hsa_circ_0106562
chr17:29527439|29592357	hsa_circ_0106563
chr17:29528054|29548947	hsa_circ_0042897
chr17:29530758|29530951	hsa_circ_0106564
chr17:29533257|29546136	hsa_circ_0106565
chr17:29541468|29546136	hsa_circ_0106566
chr17:29550461|29554624	hsa_circ_0003586
chr17:29553452|29553702	hsa_circ_0042909
chr17:29553452|29684108	hsa_circ_0042911
chr17:29556852|29663932	hsa_circ_0042917
chr17:29559717|29563039	hsa_circ_0106567
chr17:29562628|29563039	hsa_circ_0042921
chr17:29576001|29576137	hsa_circ_0042924
chr17:29576001|29587533	hsa_circ_0106568
chr17:29576001|29592357	hsa_circ_0106569
chr17:29585361|29592357	hsa_circ_0106570
chr17:29585361|29653270	hsa_circ_0042926
chr17:29652837|29653270	hsa_circ_0106571
chr17:29652837|29654857	hsa_circ_0042930
chr17:29652837|29657516	hsa_circ_0106572
chr17:29652837|29670153	hsa_circ_0106573
chr17:29654666|29685650	hsa_circ_0106574
chr17:29670026|29679432	hsa_circ_0042933
chr17:29676137|29687721	hsa_circ_0042934
chr17:29683977|29685650	hsa_circ_0106577
chr17:29684286|29685640	hsa_circ_0106578
chr17:29844668|29844895	hsa_circ_0042937
chr17:29844668|29850629	hsa_circ_0042938
chr17:29844668|29852248	hsa_circ_0106581
chr17:29850544|29851014	hsa_circ_0106583
chr17:29852107|29852248	hsa_circ_0042940
chr17:29854859|29855796	hsa_circ_0106584
chr1:72985989|73023669	hsa_circ_0114070
chr1:72999446|73023669	hsa_circ_0114071
chr17:30179134|30180049	hsa_circ_0106585
chr17:30192384|30200772	hsa_circ_0042947
chr17:30192384|30205800	hsa_circ_0042948
chr17:30192384|30211524	hsa_circ_0042949
chr17:30205268|30205800	hsa_circ_0042951
chr17:30205268|30207773	hsa_circ_0042952
chr17:30205268|30216422	hsa_circ_0042953
chr17:30207591|30207773	hsa_circ_0042954
chr17:30207591|30214332	hsa_circ_0000757
chr1:73020893|73023669	hsa_circ_0114072
chr17:30211442|30214332	hsa_circ_0106586
chr17:30211442|30219813	hsa_circ_0106587
chr17:30211442|30226749	hsa_circ_0042956
chr17:30212998|30214332	hsa_circ_0106588
chr17:30219278|30219813	hsa_circ_0042957
chr17:30219278|30222030	hsa_circ_0106589
chr17:30221663|30222030	hsa_circ_0042958
chr17:30267304|30267505	hsa_circ_0042961
chr17:30267304|30274704	hsa_circ_0042962
chr17:30267304|30293215	hsa_circ_0042963
chr17:30267304|30300250	hsa_circ_0005804
chr17:30267304|30303633	hsa_circ_0042965
chr17:30267304|30310123	hsa_circ_0042966
chr17:30267304|30315516	hsa_circ_0042967
chr17:30267304|30320352	hsa_circ_0042968
chr17:30267304|30321740	hsa_circ_0042970
chr17:30267304|30322781	hsa_circ_0106590
chr17:30293165|30302732	hsa_circ_0042973
chr17:30293165|30303633	hsa_circ_0003330
chr17:30293165|30315516	hsa_circ_0106591
chr17:30293165|30321740	hsa_circ_0042974
chr17:30300164|30315516	hsa_circ_0042975
chr17:30302500|30315516	hsa_circ_0042977
chr17:30310017|30315516	hsa_circ_0002629
chr17:30310017|30322781	hsa_circ_0042980
chr17:30315338|30315516	hsa_circ_0007085
chr17:30315338|30323896	hsa_circ_0042982
chr17:30320260|30321740	hsa_circ_0106592
chr17:30320260|30322781	hsa_circ_0042984
