Bootstrap	Harrells_boot	Harrells_orig	Optimism	n_Preds	Preds
182	183	0.782350812682144	0.709516132971838	0.0728346797103068	30	GPR37, GTF3C1, LRIF1, GJB2, ZNF830, CNBD2, ZFPL1, ZNF664, SS18L2, TMEM54, AGRN, GALNT10, MZB1, SSTR1, DOCK6, HEY2, MSR1, CELF5, KDM8, PRRX1, STARD5, HBS1L, ZNF287, RBL1, TMF1, BHLHE40, FAM227B, SPARC, ZNF518B, gleason_score
183	184	0.769397909899388	0.732905888962165	0.036492020937223	27	EFNA1, RBM47, DHTKD1, STARD3NL, KIF21A, CDK17, IAH1, RNASEH2C, MTERF4, SS18L2, REG4, SSTR1, ST3GAL3, WNT2B, WASF2, SLC39A14, ACTR3, RAB11FIP2, ZNF804A, PRDM1, CDCA7L, BHLHE40, BTN3A1, HIC1, PHYHD1, LIX1, gleason_score
184	185	0.78731259145537	0.726035026013043	0.0612775654423267	29	SYT7, TRIB1, SLCO5A1, FAM117B, LRIF1, NPAS2, ANXA3, MNAT1, SLC22A23, INHBB, COX6C, SMCO3, CELF5, BGN, PDCD4, KREMEN1, DHX38, TPCN2, SRF, ZFR, LMO2, NUS1, ACSS2, FAM227B, QRSL1, ALG9, DPT, SPARC, gleason_score
185	186	0.793835347706677	0.72395398256027	0.069881365146407	29	DEDD, ZDHHC18, LRIF1, DECR1, NPAS2, KIF21A, NEU3, RNASEH2C, DDAH1, CNBD2, BTF3L4, FA2H, SFRP4, ZBTB3, SSTR1, SLC9B1, FMOD, BGN, CNIH4, SLC35G1, GLIPR2, LMO2, LPIN1, LZIC, PPARGC1A, BHLHE40, CRISPLD2, LIX1, SPARC
186	187	0.740717255815269	0.710038836374295	0.0306784194409744	21	BACE2, KIF21A, NEU3, CRTC1, RNASEH2C, ANXA3, NDUFA1, SFRP4, SLC9B1, SMCO3, PDCD4, CDKN1A, GLIPR2, PRDM1, ZNF532, NUS1, LIX1, ADGRG6, B4GALT1, SPARC, ZNF561
187	188	0.801921538419623	0.74009183947632	0.0618296989433029	29	GSK3A, DHTKD1, TMC5, HIC2, MMP9, SLCO5A1, LRIF1, RNASEH2C, YKT6, SLX4IP, TBC1D8, AGRN, REG4, DCAF4L1, HLX, ZBTB3, CCDC120, SSTR1, ST3GAL3, BGN, PDCD4, BICD2, TPCN2, SRF, ZNF804A, RNF122, SPARC, ZNF518B, gleason_score
188	189	0.745113179459354	0.700539801177304	0.0445733782820502	21	TMC5, LRIF1, SIX4, CDK17, CACNB3, MTERF4, MIEN1, ZNF664, TMEM54, SFRP4, REG4, RHOU, MTERF2, EIF2B1, C14orf39, BGN, SNAI2, DUSP3, IL15RA, SPARC, gleason_score
189	190	0.765607920073702	0.721985295913632	0.0436226241600699	27	PGM2L1, HIC2, CDK17, DLG3, ACAN, NET1, SLC39A5, C2orf68, SLX4IP, FOXL2, TBC1D8, TMPRSS11F, CDK10, SMCO3, KDM8, JAG2, TPCN2, ZNF287, NUS1, RNF214, BTN3A1, FAM227B, ADGRG6, OPA1, B4GALT1, SPARC, gleason_score
190	191	0.751728837392971	0.682753230258176	0.0689756071347946	22	TSC22D4, NPAS2, RNASEH2C, DDAH1, CNBD2, SEC31B, POLR2L, TRIM24, AGRN, MZB1, GLP1R, CLPTM1, PDCD4, ASCC3, MASP1, PRDM1, ZNF287, CDCA7L, ACSS2, RNF122, DPT, TG
191	192	0.760008629697597	0.702735643975477	0.0572729857221198	21	FAM117B, LRIF1, NPAS2, DLG3, IAH1, FAM43B, RNASEH2C, ZNF138, ZFPL1, MTERF4, SS18L2, COX20, SSTR1, CTHRC1, TPCN2, DSC3, NUS1, LIX1, IPO8, B4GALT1, SPARC
192	193	0.765605784600756	0.700283334554603	0.0653224500461533	15	KIF21A, DDAH1, NAPA, MTERF4, HBQ1, NELFB, CLPTM1, ST3GAL3, BGN, SRF, NUS1, RNF122, TMEM164, SPARC, gleason_score
193	194	0.76880112003537	0.699438215969322	0.0693629040660479	20	GPR37, TMC5, NPAS2, DLG3, RNASEH2C, GRHL2, NCALD, FMO5, ANXA3, RPIA, SFRP4, HLX, ZBTB3, GLP1R, CHRM3, NUS1, MOCOS, TMEM164, ESD, DPT
194	195	0.743735749942827	0.719286290027112	0.0244494599157143	22	GPR37, BACE2, IAH1, RNASEH2C, DDAH1, MTERF4, MIEN1, POLR2L, SLX4IP, ABRACL, SLC9B1, ST3GAL3, BGN, SLC35G1, NFIC, CDCP1, BHLHE40, BTN3A1, RFXAP, SPARC, TG, gleason_score
195	196	0.77561970810011	0.709963117657116	0.0656565904429937	25	TMEM192, SIX4, GCC1, SP5, MAPK8IP2, YKT6, SEC31B, SLC25A21, SARNP, SLX4IP, SFRP4, C1orf53, RHOU, COX6C, ZNF862, DOCK6, C14orf39, B3GAT1, ASCC3, MTMR9, ZNF287, LZIC, BHLHE40, PHYHD1, gleason_score
196	197	0.775241349347197	0.730929874697736	0.0443114746494613	25	DHTKD1, ZNF623, PACS1, GIGYF1, DECR1, NPAS2, POFUT2, TRAM2, SS18L2, SLX4IP, SFRP4, REG4, SSTR1, DOCK6, PAPSS1, SMCO3, CHRM3, BGN, CDKN1A, LAMC1, TPCN2, CLDN14, NSL1, LIX1, gleason_score
197	198	0.726468388180387	0.693090056422657	0.0333783317577303	18	TRIB1, REPS1, TMEM63C, TMSB10, CNBD2, TRIM24, FOXL2, SMCO3, CLPTM1, C14orf39, PDCD4, DHX38, TPCN2, HMGCLL1, RAB11FIP2, LMO2, PHYHD1, SPARC
198	199	0.767924677055983	0.719076231650424	0.0488484454055595	24	FBXO45, KCNC2, MMP9, LRIF1, NOL7, RNASEH2C, CNBD2, SARNP, GMCL1, SFRP4, YPEL1, SLC9B1, TXLNB, SMCO3, SLC35G1, WNT2B, SLC39A14, TPCN2, PRDM1, SLC2A4, ATAD3C, RAB34, SPARC, gleason_score
199	200	0.697896881173074	0.673046579223761	0.024850301949313	6	PAPSS1, RAB11FIP2, LMO2, TMF1, SPARC, gleason_score
200	201	0.743747487421882	0.709484379961408	0.0342631074604739	25	GPR37, EMILIN2, LTA4H, KCNC2, CPSF4, UBE2E3, NEU3, MAPK8IP2, RNASEH2C, DDAH1, UROS, ANXA3, NDUFA1, ST3GAL3, BGN, PDCD4, LAMC1, IPO11, SRF, PRDM1, AKAP10, DSC3, NUS1, PHYHD1, gleason_score
201	202	0.749174278069933	0.724745365281747	0.0244289127881858	20	GTF3C1, STARD3NL, BACE2, PRR13, POLR2L, FA2H, SS18L2, COX6C, CTHRC1, ST3GAL3, BGN, PDCD4, KAZN, GLUL, RNF122, SCNN1G, LIX1, B4GALT1, SPARC, gleason_score
